Gene,0,5,10,15,20,30,40,50,60,HalfLife
YAL026C,1.0,0.703032081,,,,0.713088191,0.332218187,0.215325453,0.226495139,40.0
YIL125W,1.0,1.1766388,0.823169806,0.556528074,,0.71267772,0.427961912,0.320204112,0.276577798,40.0
YCL009C,1.0,0.626750438,0.447429995,0.486972401,,,0.418719414,0.183461871,0.233646393,10.0
YMR108W,1.0,0.748647153,0.69063903,0.552424791,,0.513108472,0.390072577,0.402922871,0.158191905,40.0
YGL032C,1.0,,,,0.795404106,0.474980613,0.625375536,,0.016104796,30.0
YMR261C,1.0,,0.656112261,0.712989125,,0.724845283,0.431831242,,,40.0
YBR126C,1.0,,1.162607276,,0.986563929,0.696035005,0.500221369,,0.230147429,60.0
YDR074W,1.0,,1.128099489,1.201043555,1.079345745,0.715795822,0.578502472,0.461964603,0.396040363,50.0
YPL074W,1.0,0.75222302,0.710818146,0.783052371,0.814968916,,0.612621888,0.442902877,0.258528597,50.0
YLR102C,1.0,,0.396376685,0.469641686,,,0.65919698,0.251633638,0.134666005,10.0
YNL172W,1.0,,0.218338921,0.431204716,,0.183420641,0.177740814,,,10.0
YBL084C,1.0,0.656513204,0.943178059,0.653717277,0.611332459,,0.377132867,,0.250769876,40.0
YHR166C,1.0,,0.47736006,0.489220208,,0.397294701,0.386353632,,0.060885905,10.0
YOR249C,1.0,0.809871071,0.828845442,1.095425137,0.609873775,0.058322394,0.229539964,,0.198829455,30.0
YFR036W,1.0,0.633065668,0.641082591,0.726604054,0.478347735,,0.464085307,,,20.0
YKL022C,1.0,1.00772118,0.514347296,,,0.413551101,0.360663052,0.421776724,0.623398683,30.0
YGL240W,1.0,0.997309906,1.136921989,0.518913372,1.145882751,0.967209932,0.439047694,0.738078568,,40.0
YER090W,1.0,0.708740367,0.529503725,0.516972016,0.697631673,0.532781664,0.275314661,0.041016733,0.122581925,40.0
YKL211C,1.0,0.948410759,0.49866167,0.890890503,0.554537225,0.190012041,0.17271769,0.098147856,0.240273777,10.0
YPL111W,1.0,0.821737399,0.553325908,0.432474087,0.423394405,0.242296703,0.232521626,,0.194903543,15.0
YOR303W,1.0,0.427898138,0.382011723,0.34997459,0.497198494,0.479128249,0.585118202,0.397925454,0.208292873,5.0
YJR109C,1.0,0.911694909,0.787251348,0.85919627,,,0.475736397,0.421661396,0.211698599,40.0
YPR018W,1.0,0.744108695,0.58904292,0.415707983,0.429212311,0.128747887,,,0.128311306,15.0
YBR195C,1.0,0.363335648,0.283350905,0.3254,0.239220042,0.201548,,0.0,,5.0
YDR080W,1.0,0.604196349,0.581171663,0.795772652,0.524911688,0.732087272,0.179124329,0.296,0.290487881,40.0
YDL077C,1.0,1.074979735,,0.749079051,0.349274538,0.547257567,0.158291514,0.195188902,0.208919414,20.0
